scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
1880,Higher Education Scholarship 1880,State Govt,14,34,250000.0,General,PG,14561,2026-04-26,https://scholarships.gov.in/scheme/1880,Marksheet; Caste Certificate; Aadhaar,Delhi,0.074
1881,Rural Development Scholarship 1881,Private Trust,12,33,250000.0,SC,PG,12094,2026-09-12,https://scholarships.gov.in/scheme/1881,Caste Certificate; Aadhaar; Bank Details,Tamil Nadu,0.051
1882,Post Matric Scholarship 1882,Central Govt,17,26,800000.0,SC,UG,21718,2026-06-13,https://scholarships.gov.in/scheme/1882,Marksheet; Income Certificate; Caste Certificate,Delhi,0.092
1883,Post Matric Scholarship 1883,NGO,13,34,100000.0,General,School,5000,2026-04-22,https://scholarships.gov.in/scheme/1883,Marksheet; Aadhaar; Bank Details; Caste Certificate,Maharashtra,0.039
1884,Higher Education Scholarship 1884,Private Trust,11,27,100000.0,OBC,PG,24457,2026-04-28,https://scholarships.gov.in/scheme/1884,Income Certificate; Aadhaar; Caste Certificate,Tamil Nadu,0.113
1885,Pre Matric Scholarship 1885,NGO,10,14,500000.0,OBC,PG,31657,2026-06-03,https://scholarships.gov.in/scheme/1885,Bank Details; Caste Certificate,Karnataka,0.133
1886,Rural Development Scholarship 1886,Central Govt,12,16,800000.0,OBC,UG,5000,2026-05-12,https://scholarships.gov.in/scheme/1886,Aadhaar; Income Certificate; Marksheet; Bank Details,Tamil Nadu,0.03
1887,Rural Development Scholarship 1887,NGO,14,16,100000.0,SC,PG,31941,2026-09-13,https://scholarships.gov.in/scheme/1887,Aadhaar; Caste Certificate; Marksheet,All India,0.13
1888,Pre Matric Scholarship 1888,Central Govt,17,21,250000.0,General,UG,85012,2026-06-29,https://scholarships.gov.in/scheme/1888,Income Certificate; Caste Certificate,Karnataka,0.345
1889,Higher Education Scholarship 1889,Private Trust,16,21,350000.0,ST,UG,15477,2026-05-01,https://scholarships.gov.in/scheme/1889,Income Certificate; Bank Details,Delhi,0.075
1890,Rural Development Scholarship 1890,State Govt,11,15,100000.0,ST,PG,49638,2026-05-13,https://scholarships.gov.in/scheme/1890,Marksheet; Caste Certificate; Aadhaar; Bank Details,Delhi,0.208
1891,Pre Matric Scholarship 1891,NGO,10,26,250000.0,OBC,UG,37699,2026-09-26,https://scholarships.gov.in/scheme/1891,Marksheet; Aadhaar,All India,0.153
1892,Merit Scholarship 1892,State Govt,15,30,250000.0,General,School,45905,2026-07-27,https://scholarships.gov.in/scheme/1892,Aadhaar; Income Certificate,Delhi,0.187
1893,Excellence Scholarship 1893,Central Govt,12,27,250000.0,ST,UG,43888,2026-08-23,https://scholarships.gov.in/scheme/1893,Income Certificate; Aadhaar; Marksheet; Caste Certificate,Delhi,0.178
1894,Women Empowerment Scholarship 1894,Private Trust,12,19,800000.0,ST,UG,67179,2026-09-19,https://scholarships.gov.in/scheme/1894,Bank Details; Caste Certificate,Delhi,0.271
1895,Education Support Scholarship 1895,Private Trust,10,16,800000.0,OBC,School,5000,2026-05-27,https://scholarships.gov.in/scheme/1895,Marksheet; Income Certificate; Caste Certificate,Karnataka,0.027
1896,Post Matric Scholarship 1896,Central Govt,17,28,350000.0,SC,School,49389,2026-05-16,https://scholarships.gov.in/scheme/1896,Income Certificate; Marksheet; Bank Details; Aadhaar,Karnataka,0.206
1897,Education Support Scholarship 1897,Central Govt,14,18,500000.0,ST,School,28223,2026-07-23,https://scholarships.gov.in/scheme/1897,Aadhaar; Income Certificate,Delhi,0.116
1898,Minority Scholarship 1898,Private Trust,10,13,100000.0,SC,PG,46338,2026-06-13,https://scholarships.gov.in/scheme/1898,Marksheet; Bank Details; Aadhaar; Income Certificate,All India,0.191
1899,Minority Scholarship 1899,Private Trust,14,22,250000.0,SC,School,32952,2026-09-03,https://scholarships.gov.in/scheme/1899,Bank Details; Caste Certificate; Income Certificate,All India,0.134
1900,Post Matric Scholarship 1900,State Govt,13,32,250000.0,All,PG,13194,2026-07-10,https://scholarships.gov.in/scheme/1900,Bank Details; Marksheet,Karnataka,0.057
1901,Talent Scholarship 1901,State Govt,16,18,350000.0,OBC,School,28044,2026-08-15,https://scholarships.gov.in/scheme/1901,Bank Details; Caste Certificate; Aadhaar,Delhi,0.115
1902,Post Matric Scholarship 1902,Private Trust,14,16,800000.0,ST,UG,54585,2026-08-04,https://scholarships.gov.in/scheme/1902,Bank Details; Caste Certificate,Karnataka,0.222
1903,Higher Education Scholarship 1903,State Govt,15,18,350000.0,ST,UG,61370,2026-05-14,https://scholarships.gov.in/scheme/1903,Bank Details; Caste Certificate; Income Certificate,Maharashtra,0.255
1904,Talent Scholarship 1904,State Govt,17,28,350000.0,OBC,School,7641,2026-09-13,https://scholarships.gov.in/scheme/1904,Income Certificate; Aadhaar,All India,0.033
1905,Merit Scholarship 1905,Private Trust,17,22,250000.0,ST,UG,38967,2026-08-10,https://scholarships.gov.in/scheme/1905,Income Certificate; Bank Details; Caste Certificate,Karnataka,0.159
1906,Pre Matric Scholarship 1906,State Govt,16,27,100000.0,All,School,5000,2026-04-17,https://scholarships.gov.in/scheme/1906,Income Certificate; Aadhaar,All India,0.045
1907,Women Empowerment Scholarship 1907,NGO,11,21,800000.0,SC,UG,31737,2026-08-20,https://scholarships.gov.in/scheme/1907,Marksheet; Income Certificate; Caste Certificate,Karnataka,0.144
1908,Post Matric Scholarship 1908,State Govt,12,29,800000.0,SC,UG,23917,2026-06-22,https://scholarships.gov.in/scheme/1908,Caste Certificate; Bank Details,All India,0.101
1909,Merit Scholarship 1909,NGO,12,15,350000.0,SC,School,77336,2026-08-24,https://scholarships.gov.in/scheme/1909,Caste Certificate; Marksheet; Income Certificate,All India,0.312
1910,Pre Matric Scholarship 1910,NGO,16,33,250000.0,OBC,School,106944,2026-08-10,https://scholarships.gov.in/scheme/1910,Bank Details; Marksheet,Delhi,0.431
1911,Higher Education Scholarship 1911,State Govt,12,28,800000.0,SC,School,35636,2026-06-29,https://scholarships.gov.in/scheme/1911,Caste Certificate; Bank Details; Marksheet; Aadhaar,Karnataka,0.147
1912,Education Support Scholarship 1912,NGO,17,22,100000.0,SC,UG,5026,2026-06-16,https://scholarships.gov.in/scheme/1912,Income Certificate; Caste Certificate; Aadhaar,Karnataka,0.025
1913,Rural Development Scholarship 1913,State Govt,14,24,100000.0,General,School,60615,2026-04-24,https://scholarships.gov.in/scheme/1913,Bank Details; Marksheet; Income Certificate,Maharashtra,0.26
1914,Pre Matric Scholarship 1914,NGO,13,24,250000.0,General,School,28585,2026-06-14,https://scholarships.gov.in/scheme/1914,Aadhaar; Bank Details,Delhi,0.12
1915,Women Empowerment Scholarship 1915,NGO,13,20,350000.0,ST,UG,44269,2026-07-01,https://scholarships.gov.in/scheme/1915,Bank Details; Marksheet; Aadhaar; Caste Certificate,All India,0.181
1916,Rural Development Scholarship 1916,Central Govt,11,16,250000.0,General,School,58180,2026-04-13,https://scholarships.gov.in/scheme/1916,Caste Certificate; Marksheet,Tamil Nadu,0.266
1917,Post Matric Scholarship 1917,State Govt,16,22,500000.0,All,School,5000,2026-09-25,https://scholarships.gov.in/scheme/1917,Caste Certificate; Aadhaar; Income Certificate,Delhi,0.022
1918,Post Matric Scholarship 1918,NGO,17,28,350000.0,ST,School,33492,2026-07-24,https://scholarships.gov.in/scheme/1918,Marksheet; Income Certificate; Aadhaar; Bank Details,All India,0.137
1919,Women Empowerment Scholarship 1919,NGO,14,22,350000.0,General,School,40075,2026-04-17,https://scholarships.gov.in/scheme/1919,Bank Details; Income Certificate; Aadhaar; Marksheet,All India,0.185
1920,Post Matric Scholarship 1920,Private Trust,17,26,800000.0,General,School,94272,2026-05-07,https://scholarships.gov.in/scheme/1920,Caste Certificate; Bank Details,Delhi,0.388
1921,Higher Education Scholarship 1921,NGO,15,18,250000.0,SC,PG,60575,2026-04-19,https://scholarships.gov.in/scheme/1921,Income Certificate; Bank Details,Karnataka,0.265
1922,Higher Education Scholarship 1922,Private Trust,11,28,100000.0,General,PG,5000,2026-06-08,https://scholarships.gov.in/scheme/1922,Marksheet; Bank Details; Income Certificate,Maharashtra,0.026
1923,Minority Scholarship 1923,State Govt,13,25,500000.0,SC,PG,47195,2026-04-24,https://scholarships.gov.in/scheme/1923,Aadhaar; Bank Details,Tamil Nadu,0.206
1924,Merit Scholarship 1924,State Govt,15,25,,General,UG,54589,2026-04-14,https://scholarships.gov.in/scheme/1924,Bank Details; Income Certificate,All India,0.249
1925,Education Support Scholarship 1925,NGO,12,30,500000.0,All,School,5000,2026-08-29,https://scholarships.gov.in/scheme/1925,Income Certificate; Caste Certificate,All India,0.023
1926,Post Matric Scholarship 1926,NGO,12,14,100000.0,General,UG,33386,2026-04-06,https://scholarships.gov.in/scheme/1926,Income Certificate; Marksheet; Caste Certificate,Tamil Nadu,0.214
1927,Higher Education Scholarship 1927,Central Govt,10,34,250000.0,All,PG,25745,2026-04-30,https://scholarships.gov.in/scheme/1927,Aadhaar; Marksheet; Bank Details,Tamil Nadu,0.117
1928,Rural Development Scholarship 1928,Central Govt,14,23,250000.0,OBC,UG,75205,2026-06-26,https://scholarships.gov.in/scheme/1928,Marksheet; Income Certificate; Bank Details,Karnataka,0.305
1929,Higher Education Scholarship 1929,Central Govt,14,16,250000.0,All,School,53071,2026-05-13,https://scholarships.gov.in/scheme/1929,Marksheet; Bank Details,All India,0.222
1930,Excellence Scholarship 1930,NGO,16,31,100000.0,OBC,PG,56733,2026-06-07,https://scholarships.gov.in/scheme/1930,Aadhaar; Income Certificate,All India,0.233
1931,Excellence Scholarship 1931,Private Trust,17,24,800000.0,General,School,23095,2026-05-04,https://scholarships.gov.in/scheme/1931,Bank Details; Income Certificate,Delhi,0.105
1932,Excellence Scholarship 1932,NGO,14,28,800000.0,OBC,PG,39005,2026-06-16,https://scholarships.gov.in/scheme/1932,Aadhaar; Caste Certificate,Delhi,0.161
1933,Pre Matric Scholarship 1933,Central Govt,13,23,250000.0,General,PG,14354,2026-05-25,https://scholarships.gov.in/scheme/1933,Bank Details; Marksheet,Karnataka,0.065
1934,Higher Education Scholarship 1934,Central Govt,10,29,100000.0,All,UG,78543,2026-05-04,https://scholarships.gov.in/scheme/1934,Aadhaar; Bank Details; Marksheet; Caste Certificate,Maharashtra,0.326
1935,Women Empowerment Scholarship 1935,NGO,12,17,500000.0,All,UG,41031,2026-05-21,https://scholarships.gov.in/scheme/1935,Caste Certificate; Income Certificate; Marksheet; Bank Details,Tamil Nadu,0.172
1936,Excellence Scholarship 1936,State Govt,14,29,800000.0,OBC,School,22673,2026-06-11,https://scholarships.gov.in/scheme/1936,Caste Certificate; Bank Details; Aadhaar; Marksheet,Delhi,0.096
1937,Minority Scholarship 1937,State Govt,16,30,350000.0,General,PG,44870,2026-08-21,https://scholarships.gov.in/scheme/1937,Aadhaar; Income Certificate,All India,0.182
1938,Talent Scholarship 1938,Central Govt,14,31,350000.0,ST,UG,8280,2026-05-16,https://scholarships.gov.in/scheme/1938,Aadhaar; Bank Details; Marksheet,Tamil Nadu,0.042
1939,Talent Scholarship 1939,State Govt,16,22,,ST,UG,55074,2026-08-01,https://scholarships.gov.in/scheme/1939,Bank Details; Caste Certificate,Delhi,0.224
1940,Talent Scholarship 1940,Private Trust,10,31,250000.0,ST,School,13277,2026-04-07,https://scholarships.gov.in/scheme/1940,Bank Details; Income Certificate; Marksheet,Karnataka,0.12
1941,Education Support Scholarship 1941,State Govt,14,26,250000.0,All,PG,57659,2026-04-17,https://scholarships.gov.in/scheme/1941,Marksheet; Bank Details,Tamil Nadu,0.256
1942,Excellence Scholarship 1942,Private Trust,14,24,800000.0,SC,PG,61850,2026-08-06,https://scholarships.gov.in/scheme/1942,Caste Certificate; Aadhaar; Bank Details,Maharashtra,0.251
1943,Pre Matric Scholarship 1943,Central Govt,16,22,350000.0,SC,UG,8452,2026-04-11,https://scholarships.gov.in/scheme/1943,Income Certificate; Bank Details,Delhi,0.074
1944,Talent Scholarship 1944,State Govt,12,29,250000.0,General,PG,5427,2026-06-10,https://scholarships.gov.in/scheme/1944,Income Certificate; Aadhaar; Bank Details,Maharashtra,0.027
1945,Rural Development Scholarship 1945,State Govt,17,23,350000.0,OBC,School,75517,2026-05-22,https://scholarships.gov.in/scheme/1945,Aadhaar; Caste Certificate; Bank Details,All India,0.31
1946,Education Support Scholarship 1946,Private Trust,17,29,800000.0,OBC,UG,19242,2026-08-03,https://scholarships.gov.in/scheme/1946,Aadhaar; Caste Certificate; Marksheet,All India,0.08
1947,Rural Development Scholarship 1947,Private Trust,11,13,350000.0,OBC,UG,109630,2026-07-07,https://scholarships.gov.in/scheme/1947,Marksheet; Caste Certificate; Bank Details,Tamil Nadu,0.443
1948,Minority Scholarship 1948,State Govt,16,28,800000.0,All,UG,58104,2026-09-23,https://scholarships.gov.in/scheme/1948,Caste Certificate; Aadhaar,Karnataka,0.235
1949,Post Matric Scholarship 1949,NGO,13,20,500000.0,All,UG,56008,2026-08-04,https://scholarships.gov.in/scheme/1949,Income Certificate; Aadhaar; Marksheet; Caste Certificate,Maharashtra,0.227
1950,Minority Scholarship 1950,NGO,12,16,250000.0,ST,School,90427,2026-05-11,https://scholarships.gov.in/scheme/1950,Marksheet; Aadhaar; Income Certificate; Caste Certificate,All India,0.372
1951,Rural Development Scholarship 1951,NGO,16,18,350000.0,All,UG,14967,2026-07-04,https://scholarships.gov.in/scheme/1951,Income Certificate; Caste Certificate,Karnataka,0.064
1952,Education Support Scholarship 1952,Private Trust,13,27,800000.0,SC,PG,92108,2026-09-13,https://scholarships.gov.in/scheme/1952,Bank Details; Aadhaar,Karnataka,0.371
1953,Minority Scholarship 1953,State Govt,14,29,250000.0,All,UG,5000,2026-06-27,https://scholarships.gov.in/scheme/1953,Aadhaar; Income Certificate; Bank Details; Marksheet,Maharashtra,0.025
1954,Post Matric Scholarship 1954,State Govt,15,20,100000.0,OBC,School,80099,2026-07-09,https://scholarships.gov.in/scheme/1954,Aadhaar; Caste Certificate; Marksheet; Income Certificate,Karnataka,0.324
1955,Minority Scholarship 1955,State Govt,10,32,500000.0,General,PG,19573,2026-05-21,https://scholarships.gov.in/scheme/1955,Bank Details; Aadhaar; Marksheet,Maharashtra,0.086
1956,Minority Scholarship 1956,Private Trust,11,28,100000.0,ST,PG,5000,2026-07-09,https://scholarships.gov.in/scheme/1956,Aadhaar; Income Certificate,Karnataka,0.024
1957,Post Matric Scholarship 1957,Private Trust,16,23,250000.0,OBC,UG,35934,2026-06-21,https://scholarships.gov.in/scheme/1957,Marksheet; Aadhaar; Caste Certificate; Income Certificate,Tamil Nadu,0.149
1958,Rural Development Scholarship 1958,Private Trust,11,31,350000.0,ST,School,63169,2026-04-06,https://scholarships.gov.in/scheme/1958,Income Certificate; Caste Certificate; Marksheet,Delhi,0.333
1959,Rural Development Scholarship 1959,NGO,17,31,350000.0,All,School,81531,2026-07-21,https://scholarships.gov.in/scheme/1959,Marksheet; Income Certificate; Bank Details,Delhi,0.366
1960,Merit Scholarship 1960,NGO,13,25,350000.0,General,School,20877,2026-08-20,https://scholarships.gov.in/scheme/1960,Caste Certificate; Aadhaar; Income Certificate,Tamil Nadu,0.086
1961,Education Support Scholarship 1961,NGO,11,28,350000.0,General,PG,45282,2026-07-04,https://scholarships.gov.in/scheme/1961,Marksheet; Aadhaar; Income Certificate; Caste Certificate,All India,0.185
1962,Pre Matric Scholarship 1962,Private Trust,12,21,800000.0,OBC,UG,70983,2026-04-19,https://scholarships.gov.in/scheme/1962,Caste Certificate; Marksheet,Maharashtra,0.306
1963,Education Support Scholarship 1963,Private Trust,17,28,250000.0,OBC,School,11755,2026-07-30,https://scholarships.gov.in/scheme/1963,Income Certificate; Aadhaar,Tamil Nadu,0.05
1964,Education Support Scholarship 1964,NGO,11,22,350000.0,SC,UG,5000,2026-09-16,https://scholarships.gov.in/scheme/1964,Income Certificate; Marksheet,All India,0.022
1965,Higher Education Scholarship 1965,NGO,13,23,100000.0,OBC,School,121253,2026-09-26,https://scholarships.gov.in/scheme/1965,Aadhaar; Income Certificate; Marksheet,Tamil Nadu,0.487
1966,Higher Education Scholarship 1966,State Govt,10,29,800000.0,SC,UG,64236,2026-06-14,https://scholarships.gov.in/scheme/1966,Income Certificate; Aadhaar; Caste Certificate,Tamil Nadu,0.262
1967,Merit Scholarship 1967,NGO,13,30,800000.0,SC,PG,17145,2026-08-02,https://scholarships.gov.in/scheme/1967,Bank Details; Marksheet; Caste Certificate; Aadhaar,Maharashtra,0.072
1968,Post Matric Scholarship 1968,Private Trust,13,21,100000.0,ST,School,46311,2026-04-22,https://scholarships.gov.in/scheme/1968,Marksheet; Caste Certificate; Aadhaar,Karnataka,0.204
1969,Higher Education Scholarship 1969,Private Trust,17,24,250000.0,SC,PG,15301,2026-05-22,https://scholarships.gov.in/scheme/1969,Bank Details; Marksheet; Caste Certificate; Aadhaar,Karnataka,0.069
1970,Pre Matric Scholarship 1970,Private Trust,15,17,500000.0,All,School,32412,2026-05-04,https://scholarships.gov.in/scheme/1970,Income Certificate; Caste Certificate,Tamil Nadu,0.142
1971,Education Support Scholarship 1971,Private Trust,11,15,350000.0,SC,UG,40853,2026-08-24,https://scholarships.gov.in/scheme/1971,Income Certificate; Bank Details; Marksheet,Tamil Nadu,0.166
1972,Higher Education Scholarship 1972,Private Trust,11,18,100000.0,General,School,40651,2026-06-16,https://scholarships.gov.in/scheme/1972,Bank Details; Marksheet,All India,0.168
1973,Talent Scholarship 1973,State Govt,13,29,350000.0,SC,UG,39502,2026-05-21,https://scholarships.gov.in/scheme/1973,Aadhaar; Marksheet; Income Certificate,Karnataka,0.166
1974,Minority Scholarship 1974,State Govt,14,16,100000.0,General,PG,60499,2026-08-06,https://scholarships.gov.in/scheme/1974,Aadhaar; Marksheet; Income Certificate; Bank Details,Delhi,0.245
1975,Higher Education Scholarship 1975,Private Trust,14,16,800000.0,SC,School,96765,2026-05-27,https://scholarships.gov.in/scheme/1975,Bank Details; Income Certificate,All India,0.394
1976,Merit Scholarship 1976,Private Trust,12,19,350000.0,OBC,UG,13488,2026-06-01,https://scholarships.gov.in/scheme/1976,Caste Certificate; Aadhaar; Bank Details; Marksheet,Karnataka,0.061
1977,Rural Development Scholarship 1977,State Govt,15,17,,General,School,61737,2026-05-19,https://scholarships.gov.in/scheme/1977,Caste Certificate; Income Certificate; Aadhaar; Bank Details,Karnataka,0.255
1978,Pre Matric Scholarship 1978,State Govt,12,20,100000.0,General,PG,53454,2026-07-29,https://scholarships.gov.in/scheme/1978,Aadhaar; Bank Details; Marksheet,Delhi,0.217
1979,Pre Matric Scholarship 1979,Central Govt,10,16,500000.0,OBC,School,93783,2026-09-19,https://scholarships.gov.in/scheme/1979,Caste Certificate; Bank Details,Tamil Nadu,0.377
1980,Merit Scholarship 1980,Central Govt,12,24,100000.0,OBC,UG,77469,2026-04-23,https://scholarships.gov.in/scheme/1980,Marksheet; Bank Details,Maharashtra,0.328
1981,Post Matric Scholarship 1981,State Govt,11,19,350000.0,ST,UG,53754,2026-07-08,https://scholarships.gov.in/scheme/1981,Income Certificate; Bank Details; Caste Certificate; Marksheet,Maharashtra,0.219
1982,Pre Matric Scholarship 1982,NGO,12,25,800000.0,SC,PG,92189,2026-08-04,https://scholarships.gov.in/scheme/1982,Bank Details; Aadhaar,Tamil Nadu,0.372
1983,Talent Scholarship 1983,Central Govt,17,34,100000.0,ST,School,45888,2026-09-18,https://scholarships.gov.in/scheme/1983,Caste Certificate; Aadhaar,All India,0.186
1984,Minority Scholarship 1984,Private Trust,16,32,500000.0,All,PG,32968,2026-04-06,https://scholarships.gov.in/scheme/1984,Bank Details; Aadhaar; Caste Certificate; Marksheet,Karnataka,0.212
1985,Education Support Scholarship 1985,Private Trust,14,32,800000.0,SC,PG,5000,2026-05-10,https://scholarships.gov.in/scheme/1985,Caste Certificate; Income Certificate; Marksheet,Tamil Nadu,0.03
1986,Minority Scholarship 1986,Private Trust,14,18,350000.0,SC,School,15952,2026-05-18,https://scholarships.gov.in/scheme/1986,Marksheet; Bank Details; Income Certificate,All India,0.072
1987,Minority Scholarship 1987,Central Govt,17,33,350000.0,All,UG,26324,2026-08-27,https://scholarships.gov.in/scheme/1987,Marksheet; Bank Details; Aadhaar,Tamil Nadu,0.108
1988,Rural Development Scholarship 1988,Private Trust,16,30,250000.0,OBC,PG,57247,2026-09-16,https://scholarships.gov.in/scheme/1988,Aadhaar; Marksheet,Karnataka,0.231
1989,Higher Education Scholarship 1989,Private Trust,15,26,250000.0,SC,School,69441,2026-05-15,https://scholarships.gov.in/scheme/1989,Marksheet; Caste Certificate; Aadhaar; Income Certificate,Tamil Nadu,0.287
1990,Merit Scholarship 1990,Private Trust,12,18,350000.0,All,School,60082,2026-07-26,https://scholarships.gov.in/scheme/1990,Marksheet; Bank Details; Income Certificate; Caste Certificate,Tamil Nadu,0.244
1991,Minority Scholarship 1991,Private Trust,14,23,500000.0,General,UG,31035,2026-08-05,https://scholarships.gov.in/scheme/1991,Bank Details; Income Certificate; Caste Certificate; Aadhaar,Maharashtra,0.127
1992,Education Support Scholarship 1992,State Govt,17,28,350000.0,OBC,School,29252,2026-08-08,https://scholarships.gov.in/scheme/1992,Caste Certificate; Bank Details,All India,0.12
1993,Talent Scholarship 1993,State Govt,15,28,250000.0,All,School,23432,2026-08-10,https://scholarships.gov.in/scheme/1993,Caste Certificate; Bank Details,Maharashtra,0.097
1994,Merit Scholarship 1994,State Govt,16,25,500000.0,ST,PG,7085,2026-06-08,https://scholarships.gov.in/scheme/1994,Income Certificate; Caste Certificate; Marksheet; Bank Details,Maharashtra,0.034
1995,Education Support Scholarship 1995,State Govt,16,26,800000.0,OBC,School,70876,2026-07-24,https://scholarships.gov.in/scheme/1995,Aadhaar; Bank Details,Karnataka,0.287
1996,Merit Scholarship 1996,State Govt,11,28,350000.0,OBC,School,5000,2026-09-02,https://scholarships.gov.in/scheme/1996,Caste Certificate; Income Certificate,Maharashtra,0.023
1997,Rural Development Scholarship 1997,State Govt,13,20,100000.0,OBC,UG,38101,2026-04-22,https://scholarships.gov.in/scheme/1997,Income Certificate; Marksheet; Caste Certificate; Bank Details,Karnataka,0.171
1998,Excellence Scholarship 1998,Central Govt,16,30,100000.0,SC,UG,20207,2026-09-15,https://scholarships.gov.in/scheme/1998,Caste Certificate; Bank Details; Income Certificate; Aadhaar,Maharashtra,0.083
1999,Merit Scholarship 1999,Private Trust,12,31,250000.0,ST,UG,13192,2026-07-26,https://scholarships.gov.in/scheme/1999,Aadhaar; Income Certificate,All India,0.056
2000,Women Empowerment Scholarship 2000,State Govt,10,34,350000.0,SC,UG,5000,2026-09-15,https://scholarships.gov.in/scheme/2000,Aadhaar; Caste Certificate,Delhi,0.022
2001,Merit Scholarship 2001,State Govt,15,19,800000.0,General,UG,54002,2026-08-20,https://scholarships.gov.in/scheme/2001,Caste Certificate; Income Certificate; Bank Details; Aadhaar,Karnataka,0.219
2002,Education Support Scholarship 2002,NGO,14,18,250000.0,OBC,PG,63700,2026-07-11,https://scholarships.gov.in/scheme/2002,Bank Details; Marksheet; Aadhaar; Income Certificate,Tamil Nadu,0.259
2003,Excellence Scholarship 2003,Central Govt,12,26,500000.0,All,School,21774,2026-07-07,https://scholarships.gov.in/scheme/2003,Bank Details; Income Certificate,Maharashtra,0.091
2004,Merit Scholarship 2004,NGO,16,32,800000.0,All,School,39145,2026-05-13,https://scholarships.gov.in/scheme/2004,Caste Certificate; Marksheet; Income Certificate; Bank Details,Delhi,0.166
2005,Minority Scholarship 2005,State Govt,12,28,500000.0,SC,PG,63749,2026-07-01,https://scholarships.gov.in/scheme/2005,Income Certificate; Aadhaar,Delhi,0.259
2006,Pre Matric Scholarship 2006,Private Trust,12,33,800000.0,All,PG,6437,2026-07-16,https://scholarships.gov.in/scheme/2006,Bank Details; Income Certificate,All India,0.03
2007,Rural Development Scholarship 2007,Private Trust,16,29,800000.0,SC,UG,5673,2026-06-11,https://scholarships.gov.in/scheme/2007,Marksheet; Income Certificate,Karnataka,0.028
2008,Pre Matric Scholarship 2008,NGO,11,33,800000.0,OBC,UG,6023,2026-07-25,https://scholarships.gov.in/scheme/2008,Bank Details; Aadhaar,Karnataka,0.028
2009,Post Matric Scholarship 2009,Central Govt,13,28,800000.0,ST,School,12803,2026-08-03,https://scholarships.gov.in/scheme/2009,Aadhaar; Bank Details; Income Certificate; Caste Certificate,All India,0.054
2010,Talent Scholarship 2010,State Govt,15,17,800000.0,OBC,PG,75286,2026-04-24,https://scholarships.gov.in/scheme/2010,Marksheet; Bank Details; Caste Certificate; Aadhaar,Delhi,0.319
2011,Excellence Scholarship 2011,State Govt,14,21,800000.0,All,PG,98754,2026-09-21,https://scholarships.gov.in/scheme/2011,Marksheet; Aadhaar,Delhi,0.397
2012,Rural Development Scholarship 2012,State Govt,10,28,350000.0,SC,UG,65142,2026-09-25,https://scholarships.gov.in/scheme/2012,Aadhaar; Income Certificate; Marksheet,Maharashtra,0.263
2013,Rural Development Scholarship 2013,Private Trust,13,28,100000.0,All,PG,58818,2026-04-07,https://scholarships.gov.in/scheme/2013,Income Certificate; Bank Details; Caste Certificate; Marksheet,All India,0.302
2014,Excellence Scholarship 2014,Central Govt,16,32,100000.0,ST,PG,73350,2026-07-25,https://scholarships.gov.in/scheme/2014,Bank Details; Aadhaar; Caste Certificate,Karnataka,0.297
2015,Higher Education Scholarship 2015,NGO,12,19,100000.0,OBC,School,101050,2026-07-06,https://scholarships.gov.in/scheme/2015,Caste Certificate; Aadhaar; Income Certificate; Bank Details,Karnataka,0.408
2016,Pre Matric Scholarship 2016,Central Govt,15,27,350000.0,OBC,PG,50746,2026-04-29,https://scholarships.gov.in/scheme/2016,Marksheet; Income Certificate; Aadhaar; Bank Details,All India,0.217
2017,Minority Scholarship 2017,State Govt,13,26,800000.0,ST,UG,37666,2026-09-06,https://scholarships.gov.in/scheme/2017,Bank Details; Income Certificate,All India,0.153
2018,Pre Matric Scholarship 2018,State Govt,12,32,500000.0,ST,UG,26316,2026-09-10,https://scholarships.gov.in/scheme/2018,Income Certificate; Marksheet; Caste Certificate; Bank Details,Tamil Nadu,0.108
2019,Excellence Scholarship 2019,Central Govt,12,24,100000.0,All,School,32822,2026-06-17,https://scholarships.gov.in/scheme/2019,Bank Details; Income Certificate,Tamil Nadu,0.136
2020,Post Matric Scholarship 2020,NGO,10,21,350000.0,General,School,60122,2026-06-21,https://scholarships.gov.in/scheme/2020,Income Certificate; Caste Certificate; Bank Details; Aadhaar,All India,0.245
2021,Women Empowerment Scholarship 2021,Central Govt,15,21,250000.0,SC,School,59958,2026-04-13,https://scholarships.gov.in/scheme/2021,Marksheet; Caste Certificate; Aadhaar,Tamil Nadu,0.273
2022,Rural Development Scholarship 2022,State Govt,14,18,500000.0,OBC,School,9368,2026-06-05,https://scholarships.gov.in/scheme/2022,Income Certificate; Bank Details; Marksheet,Delhi,0.044
2023,Pre Matric Scholarship 2023,Central Govt,17,31,350000.0,OBC,PG,52361,2026-09-01,https://scholarships.gov.in/scheme/2023,Caste Certificate; Marksheet; Aadhaar; Income Certificate,Tamil Nadu,0.212
2024,Talent Scholarship 2024,NGO,11,30,800000.0,OBC,School,15986,2026-09-21,https://scholarships.gov.in/scheme/2024,Aadhaar; Marksheet; Caste Certificate,Delhi,0.066
2025,Talent Scholarship 2025,Private Trust,11,15,800000.0,All,PG,33352,2026-09-05,https://scholarships.gov.in/scheme/2025,Income Certificate; Caste Certificate; Marksheet,All India,0.136
2026,Education Support Scholarship 2026,Central Govt,11,22,500000.0,ST,PG,5000,2026-08-22,https://scholarships.gov.in/scheme/2026,Income Certificate; Bank Details,Tamil Nadu,0.023
